Conference,Year,Gender,Bundle_ID,Event,1st,8th,16th,Sec_per_place,Source_File,Data_Quality,1st_flags,8th_flags,16th_flags
Big West,2026,men,bigwest_2026,200 IM,1:43.93,1:49.62,1:50.56,0.442,2026_big_west_thursday_final_results_men.pdf,finals,,,
Big West,2026,men,bigwest_2026,400 IM,3:47.09,3:56.94,4:00.34,0.8833,2026_big_west_friday_final_results_men.pdf,finals,,,
Big West,2026,men,bigwest_2026,50 Free,19.13,20.08,20.22,0.0727,2026_big_west_thursday_final_results_men.pdf,finals,,,
Big West,2026,men,bigwest_2026,500 Free,4:20.98,4:27.92,4:34.25,0.8847,2026_big_west_thursday_final_results_men.pdf,finals,,,
Big West,2026,women,bigwest_2026,100 Back,53.81,55.76,57.20,0.226,2026_big_west_friday_final_results_women.pdf,finals,,,
Big West,2026,women,bigwest_2026,100 Breast,58.95,1:02.66,1:06.41,0.4973,2026_big_west_friday_final_results_women.pdf,finals,,,
Big West,2026,women,bigwest_2026,100 Fly,52.79,54.80,56.19,0.2267,2026_big_west_friday_final_results_women.pdf,finals,,,
Big West,2026,women,bigwest_2026,100 Free,48.67,50.56,51.10,0.162,2026_big_west_saturday_final_results.pdf,finals,,,
Big West,2026,women,bigwest_2026,1650 Free,16:36.45,17:16.01,17:44.68,4.5487,2026_big_west_saturday_final_results.pdf,finals,,,
Big West,2026,women,bigwest_2026,200 Back,1:56.37,1:58.97,2:02.87,0.4333,2026_big_west_saturday_final_results.pdf,finals,,,
Big West,2026,women,bigwest_2026,200 Breast,2:12.19,2:19.10,2:23.99,0.7867,2026_big_west_saturday_final_results.pdf,finals,,,
Big West,2026,women,bigwest_2026,200 Fly,1:56.44,2:01.65,2:13.74,1.1533,2026_big_west_saturday_final_results.pdf,finals,,,
Big West,2026,women,bigwest_2026,200 Free,1:45.52,1:51.07,1:52.88,0.4907,2026_big_west_friday_final_results_women.pdf,finals,,,
Big West,2026,women,bigwest_2026,200 IM,1:57.43,2:02.39,2:05.45,0.5347,2026_big_west_thursday_final_results_women.pdf,finals,,,
Big West,2026,women,bigwest_2026,400 IM,4:15.47,4:23.80,4:42.39,1.7947,2026_big_west_friday_final_results_women.pdf,finals,,,
Big West,2026,women,bigwest_2026,50 Free,22.28,23.05,23.50,0.0813,2026_big_west_thursday_final_results_women.pdf,finals,,,
Big West,2026,women,bigwest_2026,500 Free,4:45.65,4:58.50,5:01.35,1.0467,2026_big_west_thursday_final_results_women.pdf,finals,,,
CAA,2026,men,caa_2026,100 Back,46.83,48.19,50.94,0.274,caa 2026 friday results.pdf,finals,,,
CAA,2026,men,caa_2026,100 Breast,52.12,54.07,57.09,0.3313,caa 2026 friday results.pdf,finals,,,
CAA,2026,men,caa_2026,100 Free,42.85,44.82,45.63,0.1853,caa 2026 saturday results.pdf,finals,,,
CAA,2026,men,caa_2026,1650 Free,15:08.00,15:44.63,16:18.62,4.708,caa 2026 saturday results.pdf,finals,,,
CAA,2026,men,caa_2026,200 Back,1:42.00,1:48.07,1:48.97,0.4647,caa 2026 saturday results.pdf,finals,,,
CAA,2026,men,caa_2026,200 Breast,1:52.45,2:00.75,2:04.11,0.7773,caa 2026 saturday results.pdf,finals,,,
CAA,2026,men,caa_2026,200 Fly,1:43.52,1:48.34,1:50.72,-11.1547,caa 2026 saturday results.pdf,finals,,,
CAA,2026,men,caa_2026,200 Free,1:35.03,1:39.77,1:40.72,0.3793,caa 2026 friday results.pdf,finals,,,
CAA,2026,men,caa_2026,200 IM,1:42.09,1:47.95,1:51.22,0.6087,caa 2026 thursday results.pdf,finals,,,
CAA,2026,men,caa_2026,400 IM,3:42.15,3:55.79,4:05.09,1.5293,caa 2026 friday results.pdf,finals,,,
CAA,2026,men,caa_2026,50 Free,19.60,20.07,20.61,0.0673,caa 2026 thursday results.pdf,finals,,,
CAA,2026,men,caa_2026,500 Free,4:21.03,4:27.85,4:31.21,0.6787,caa 2026 thursday results.pdf,finals,,,
CAA,2026,women,caa_2026,100 Back,53.13,55.55,56.89,0.2507,caa 2026 friday results.pdf,finals,,,
CAA,2026,women,caa_2026,100 Breast,1:01.11,1:04.03,1:05.54,0.2953,caa 2026 friday results.pdf,finals,,,
CAA,2026,women,caa_2026,100 Fly,52.06,54.94,56.42,0.2907,caa 2026 friday results.pdf,finals,,,
CAA,2026,women,caa_2026,100 Free,48.88,50.89,51.82,0.196,caa 2026 saturday results.pdf,finals,,,
CAA,2026,women,caa_2026,1650 Free,16:39.96,17:05.67,17:26.35,3.0927,caa 2026 saturday results.pdf,finals,,,
CAA,2026,women,caa_2026,200 Back,1:56.35,2:01.52,2:07.67,0.7547,caa 2026 saturday results.pdf,finals,,,
CAA,2026,women,caa_2026,200 Breast,2:11.97,2:18.86,2:21.88,0.6607,caa 2026 saturday results.pdf,finals,,,
CAA,2026,women,caa_2026,200 Fly,2:00.29,2:06.21,2:10.29,0.6667,caa 2026 saturday results.pdf,finals,,,
CAA,2026,women,caa_2026,200 Free,1:47.47,1:51.70,1:56.56,0.606,caa 2026 friday results.pdf,finals,,,
CAA,2026,women,caa_2026,200 IM,2:00.84,2:05.59,2:06.46,0.3747,caa 2026 thursday results.pdf,finals,,,
CAA,2026,women,caa_2026,400 IM,4:17.58,4:25.56,4:34.49,1.1273,caa 2026 friday results.pdf,finals,,,
CAA,2026,women,caa_2026,50 Free,22.39,23.45,23.66,0.0847,caa 2026 thursday results.pdf,finals,,,
CAA,2026,women,caa_2026,500 Free,4:47.79,4:55.91,4:59.84,0.8033,caa 2026 thursday results.pdf,finals,,,
CCIW,2026,men,cciw_2026,100 Back,51.13,54.05,56.74,0.374,CCIW_2026_Final_Results.pdf,finals,,,
CCIW,2026,men,cciw_2026,100 Breast,55.94,1:00.42,1:03.80,0.524,CCIW_2026_Final_Results.pdf,finals,,,
CCIW,2026,men,cciw_2026,100 Fly,49.43,52.55,57.20,0.518,CCIW_2026_Final_Results.pdf,finals,,,
CCIW,2026,men,cciw_2026,100 Free,45.83,47.45,51.40,0.3713,CCIW_2026_Final_Results.pdf,finals,,,
CCIW,2026,men,cciw_2026,1650 Free,15:53.60,17:47.27,18:37.41,10.9207,CCIW_2026_Final_Results.pdf,finals,,,
CCIW,2026,men,cciw_2026,200 Back,1:51.73,2:04.07,2:15.99,1.6173,CCIW_2026_Final_Results.pdf,finals,,,
CCIW,2026,men,cciw_2026,200 Breast,2:00.45,2:12.85,2:29.38,1.9287,CCIW_2026_Final_Results.pdf,finals,,,
CCIW,2026,men,cciw_2026,200 Free,1:39.33,1:50.05,2:06.33,1.8,CCIW_2026_Final_Results.pdf,finals,,,
CCIW,2026,men,cciw_2026,200 IM,1:50.85,2:00.98,2:12.21,1.424,CCIW_2026_Final_Results.pdf,finals,,,
CCIW,2026,men,cciw_2026,400 IM,4:04.74,4:29.83,4:47.82,2.872,CCIW_2026_Final_Results.pdf,finals,,,
CCIW,2026,men,cciw_2026,50 Free,20.84,21.77,23.08,0.1493,CCIW_2026_Final_Results.pdf,finals,,,
CCIW,2026,men,cciw_2026,500 Free,4:33.46,4:47.45,5:28.86,3.6933,CCIW_2026_Final_Results.pdf,finals,,,
CCIW,2026,women,cciw_2026,100 Back,59.16,1:03.04,1:04.31,0.3433,CCIW_2026_Final_Results.pdf,finals,,,
CCIW,2026,women,cciw_2026,100 Breast,1:05.81,1:11.57,1:40.56,2.3167,CCIW_2026_Final_Results.pdf,finals,,,
CCIW,2026,women,cciw_2026,100 Fly,59.87,1:01.84,1:04.76,0.326,CCIW_2026_Final_Results.pdf,finals,,,
CCIW,2026,women,cciw_2026,100 Free,52.93,55.50,57.92,0.3327,CCIW_2026_Final_Results.pdf,finals,,,
CCIW,2026,women,cciw_2026,1650 Free,17:31.53,18:58.20,20:23.30,11.4513,CCIW_2026_Final_Results.pdf,finals,,,
CCIW,2026,women,cciw_2026,200 Back,2:07.20,2:18.22,2:25.18,1.1987,CCIW_2026_Final_Results.pdf,finals,,,
CCIW,2026,women,cciw_2026,200 Breast,2:25.17,2:35.89,2:52.63,1.8307,CCIW_2026_Final_Results.pdf,finals,,,
CCIW,2026,women,cciw_2026,200 Fly,2:06.71,2:27.00,2:37.46,2.05,CCIW_2026_Final_Results.pdf,finals,,,
CCIW,2026,women,cciw_2026,200 Free,1:55.82,2:01.99,2:07.43,0.774,CCIW_2026_Final_Results.pdf,finals,,,
CCIW,2026,women,cciw_2026,200 IM,2:03.94,2:18.38,2:21.17,1.1487,CCIW_2026_Final_Results.pdf,finals,,,
CCIW,2026,women,cciw_2026,400 IM,4:21.41,4:59.00,5:14.40,3.5327,CCIW_2026_Final_Results.pdf,finals,,,
CCIW,2026,women,cciw_2026,50 Free,24.16,25.24,26.37,0.1473,CCIW_2026_Final_Results.pdf,finals,,,
CCIW,2026,women,cciw_2026,500 Free,5:06.03,5:31.00,5:47.80,2.7847,CCIW_2026_Final_Results.pdf,finals,,,
Colorado College,unknown,men,coloradocollege_unknown,100 Back,47.70,50.28,53.38,0.3787,CC_Champs_Final_Results_2_22_26.pdf,finals,,,
Colorado College,unknown,men,coloradocollege_unknown,100 Breast,55.43,57.20,59.16,0.2487,CC_Champs_Final_Results_2_22_26.pdf,finals,,,
Colorado College,unknown,men,coloradocollege_unknown,100 Fly,46.91,49.51,51.72,0.3207,CC_Champs_Final_Results_2_22_26.pdf,finals,,,
Colorado College,unknown,men,coloradocollege_unknown,100 Free,44.60,46.02,47.03,0.162,CC_Champs_Final_Results_2_22_26.pdf,finals,,,
Colorado College,unknown,men,coloradocollege_unknown,1650 Free,15:40.65,16:23.61,17:19.32,6.578,CC_Champs_Final_Results_2_22_26.pdf,finals,,,
Colorado College,unknown,men,coloradocollege_unknown,200 Back,1:45.89,1:49.80,1:58.91,0.868,CC_Champs_Final_Results_2_22_26.pdf,finals,,,
Colorado College,unknown,men,coloradocollege_unknown,200 Breast,2:01.51,2:08.33,2:14.01,0.8333,CC_Champs_Final_Results_2_22_26.pdf,finals,,,
Colorado College,unknown,men,coloradocollege_unknown,200 Fly,1:46.43,1:53.91,2:00.83,0.96,CC_Champs_Final_Results_2_22_26.pdf,finals,,,
Colorado College,unknown,men,coloradocollege_unknown,200 Free,1:38.55,1:41.90,1:44.29,0.3827,CC_Champs_Final_Results_2_22_26.pdf,finals,,,
Colorado College,unknown,men,coloradocollege_unknown,200 IM,1:49.30,1:54.55,1:56.87,0.5047,CC_Champs_Final_Results_2_22_26.pdf,finals,,,
Colorado College,unknown,men,coloradocollege_unknown,400 IM,3:52.45,4:05.39,4:28.84,2.426,CC_Champs_Final_Results_2_22_26.pdf,finals,,,
Colorado College,unknown,men,coloradocollege_unknown,50 Free,20.03,21.08,21.39,0.0907,CC_Champs_Final_Results_2_22_26.pdf,finals,,,
Colorado College,unknown,men,coloradocollege_unknown,500 Free,4:28.33,4:44.05,4:47.67,1.2893,CC_Champs_Final_Results_2_22_26.pdf,finals,,,
Colorado College,unknown,women,coloradocollege_unknown,100 Back,56.01,58.01,1:01.13,0.3413,CC_Champs_Final_Results_2_22_26.pdf,finals,,,
Colorado College,unknown,women,coloradocollege_unknown,100 Breast,1:03.47,1:06.73,1:09.55,0.4053,CC_Champs_Final_Results_2_22_26.pdf,finals,,,
Colorado College,unknown,women,coloradocollege_unknown,100 Fly,55.37,57.16,59.56,0.2793,CC_Champs_Final_Results_2_22_26.pdf,finals,,,
Colorado College,unknown,women,coloradocollege_unknown,100 Free,50.44,52.27,53.70,0.2173,CC_Champs_Final_Results_2_22_26.pdf,finals,,,
Colorado College,unknown,women,coloradocollege_unknown,1650 Free,17:20.61,18:03.13,20:49.87,13.9507,CC_Champs_Final_Results_2_22_26.pdf,finals,,,
Colorado College,unknown,women,coloradocollege_unknown,200 Back,1:59.63,2:07.36,2:13.83,0.9467,CC_Champs_Final_Results_2_22_26.pdf,finals,,,
Colorado College,unknown,women,coloradocollege_unknown,200 Breast,2:20.88,2:26.11,2:29.99,0.6073,CC_Champs_Final_Results_2_22_26.pdf,finals,,,
Colorado College,unknown,women,coloradocollege_unknown,200 Fly,2:03.97,2:10.99,2:17.23,0.884,CC_Champs_Final_Results_2_22_26.pdf,finals,,,
Colorado College,unknown,women,coloradocollege_unknown,200 Free,1:51.58,1:54.30,1:59.34,0.5173,CC_Champs_Final_Results_2_22_26.pdf,finals,,,
Colorado College,unknown,women,coloradocollege_unknown,200 IM,2:02.43,2:08.57,2:12.24,0.654,CC_Champs_Final_Results_2_22_26.pdf,finals,,,
Colorado College,unknown,women,coloradocollege_unknown,400 IM,4:20.71,4:36.04,4:53.13,2.1613,CC_Champs_Final_Results_2_22_26.pdf,finals,,,
Colorado College,unknown,women,coloradocollege_unknown,50 Free,22.69,23.94,24.45,0.1173,CC_Champs_Final_Results_2_22_26.pdf,finals,,,
Colorado College,unknown,women,coloradocollege_unknown,500 Free,4:58.72,5:10.15,5:20.37,1.4433,CC_Champs_Final_Results_2_22_26.pdf,finals,,,
GLIAC,2026,men,gliac_2026,100 Back,47.00,48.86,1:02.33,1.022,GLIAC_2026_Final_Results.pdf,finals,,,
GLIAC,2026,men,gliac_2026,100 Breast,53.51,55.84,56.61,0.2067,GLIAC_2026_Final_Results.pdf,finals,,,
GLIAC,2026,men,gliac_2026,100 Fly,47.23,48.98,49.40,0.1447,GLIAC_2026_Final_Results.pdf,finals,,,
GLIAC,2026,men,gliac_2026,100 Free,43.19,44.80,47.23,0.2693,GLIAC_2026_Final_Results.pdf,finals,,,
GLIAC,2026,men,gliac_2026,1000 Free,9:10.20,9:22.34,9:38.19,1.866,GLIAC_2026_Final_Results.pdf,finals,,,
GLIAC,2026,men,gliac_2026,1650 Free,15:18.27,15:49.91,16:25.97,4.5133,GLIAC_2026_Final_Results.pdf,finals,,,
GLIAC,2026,men,gliac_2026,200 Back,1:45.65,1:49.53,1:52.73,0.472,GLIAC_2026_Final_Results.pdf,finals,,,
GLIAC,2026,men,gliac_2026,200 Breast,1:58.11,2:03.60,2:05.75,0.5093,GLIAC_2026_Final_Results.pdf,finals,,,
GLIAC,2026,men,gliac_2026,200 Fly,1:44.63,1:51.94,1:53.42,0.586,GLIAC_2026_Final_Results.pdf,finals,,,
GLIAC,2026,men,gliac_2026,200 Free,1:36.82,1:39.22,1:43.73,0.4607,GLIAC_2026_Final_Results.pdf,finals,,,
GLIAC,2026,men,gliac_2026,200 IM,1:45.74,1:48.28,1:52.09,0.4233,GLIAC_2026_Final_Results.pdf,finals,,,
GLIAC,2026,men,gliac_2026,400 IM,3:47.46,4:00.88,4:07.26,1.32,GLIAC_2026_Final_Results.pdf,finals,,,
GLIAC,2026,men,gliac_2026,50 Free,19.60,20.14,20.53,0.062,GLIAC_2026_Final_Results.pdf,finals,,,
GLIAC,2026,men,gliac_2026,500 Free,4:23.43,4:31.77,4:55.93,2.1667,GLIAC_2026_Final_Results.pdf,finals,,,
GLIAC,2026,women,gliac_2026,100 Back,55.01,57.66,1:00.71,0.38,GLIAC_2026_Final_Results.pdf,finals,,,
GLIAC,2026,women,gliac_2026,100 Breast,1:02.38,1:04.47,1:07.45,0.338,GLIAC_2026_Final_Results.pdf,finals,,,
GLIAC,2026,women,gliac_2026,100 Fly,55.70,57.50,1:00.18,0.2987,GLIAC_2026_Final_Results.pdf,finals,,,
GLIAC,2026,women,gliac_2026,100 Free,49.72,52.80,53.84,0.2747,GLIAC_2026_Final_Results.pdf,finals,,,
GLIAC,2026,women,gliac_2026,1000 Free,10:00.31,10:28.02,10:51.44,3.4087,GLIAC_2026_Final_Results.pdf,finals,,,
GLIAC,2026,women,gliac_2026,1650 Free,17:01.11,17:43.36,18:41.84,6.7153,GLIAC_2026_Final_Results.pdf,finals,,,
GLIAC,2026,women,gliac_2026,200 Back,1:58.40,2:06.34,2:13.61,1.014,GLIAC_2026_Final_Results.pdf,finals,,,
GLIAC,2026,women,gliac_2026,200 Breast,2:13.91,2:24.04,2:30.32,1.094,GLIAC_2026_Final_Results.pdf,finals,,,
GLIAC,2026,women,gliac_2026,200 Fly,2:04.22,2:09.75,2:21.91,1.1793,GLIAC_2026_Final_Results.pdf,finals,,,
GLIAC,2026,women,gliac_2026,200 Free,1:47.37,1:53.71,1:57.05,0.6453,GLIAC_2026_Final_Results.pdf,finals,,,
GLIAC,2026,women,gliac_2026,200 IM,2:03.16,2:09.15,2:11.62,0.564,GLIAC_2026_Final_Results.pdf,finals,,,
GLIAC,2026,women,gliac_2026,400 IM,4:17.12,4:31.26,4:39.28,1.4773,GLIAC_2026_Final_Results.pdf,finals,,,
GLIAC,2026,women,gliac_2026,50 Free,22.72,23.90,24.61,0.126,GLIAC_2026_Final_Results.pdf,finals,,,
GLIAC,2026,women,gliac_2026,500 Free,4:50.70,5:10.01,5:17.48,1.7853,GLIAC_2026_Final_Results.pdf,finals,,,
Horizon League,2026,men,horizonleague_2026,100 Back,45.81,49.53,50.90,-16.23,full_meet_results_horizon_league_2026.pdf,finals,,,
Horizon League,2026,men,horizonleague_2026,100 Breast,52.20,54.07,56.62,0.2947,full_meet_results_horizon_league_2026.pdf,finals,,,
Horizon League,2026,men,horizonleague_2026,100 Fly,45.23,47.31,49.64,0.294,full_meet_results_horizon_league_2026.pdf,finals,,,
Horizon League,2026,men,horizonleague_2026,100 Free,42.28,44.42,45.42,0.2093,full_meet_results_horizon_league_2026.pdf,finals,,,
Horizon League,2026,men,horizonleague_2026,1650 Free,15:16.32,15:41.15,16:11.42,3.6733,full_meet_results_horizon_league_2026.pdf,finals,,,
Horizon League,2026,men,horizonleague_2026,200 Back,1:42.42,1:47.96,1:51.10,0.5787,full_meet_results_horizon_league_2026.pdf,finals,,,
Horizon League,2026,men,horizonleague_2026,200 Breast,1:52.21,2:01.34,2:05.44,0.882,full_meet_results_horizon_league_2026.pdf,finals,,,
Horizon League,2026,men,horizonleague_2026,200 Fly,1:44.19,1:50.19,1:52.21,0.5347,full_meet_results_horizon_league_2026.pdf,finals,,,
Horizon League,2026,men,horizonleague_2026,200 Free,1:34.12,1:38.27,1:39.85,0.382,full_meet_results_horizon_league_2026.pdf,finals,,,
Horizon League,2026,men,horizonleague_2026,200 IM,1:44.68,1:49.54,1:52.79,0.5407,full_meet_results_horizon_league_2026.pdf,finals,,,
Horizon League,2026,men,horizonleague_2026,400 IM,3:48.10,4:01.78,4:07.66,1.304,full_meet_results_horizon_league_2026.pdf,finals,,,
Horizon League,2026,men,horizonleague_2026,50 Free,18.91,20.04,20.64,0.1153,full_meet_results_horizon_league_2026.pdf,finals,,,
Horizon League,2026,men,horizonleague_2026,500 Free,4:20.78,4:26.08,4:41.04,1.3507,full_meet_results_horizon_league_2026.pdf,finals,,,
Horizon League,2026,women,horizonleague_2026,100 Back,53.89,56.66,57.73,0.256,full_meet_results_horizon_league_2026.pdf,finals,,,
Horizon League,2026,women,horizonleague_2026,100 Breast,1:01.68,1:05.04,1:06.94,0.3507,full_meet_results_horizon_league_2026.pdf,finals,,,
Horizon League,2026,women,horizonleague_2026,100 Fly,54.88,56.93,58.84,0.264,full_meet_results_horizon_league_2026.pdf,finals,,,
Horizon League,2026,women,horizonleague_2026,100 Free,49.98,51.51,53.62,0.2427,full_meet_results_horizon_league_2026.pdf,finals,,,
Horizon League,2026,women,horizonleague_2026,1650 Free,16:46.26,17:23.22,18:05.39,5.2753,full_meet_results_horizon_league_2026.pdf,finals,,,
Horizon League,2026,women,horizonleague_2026,200 Back,1:55.88,2:03.92,2:07.24,0.7573,full_meet_results_horizon_league_2026.pdf,finals,,,
Horizon League,2026,women,horizonleague_2026,200 Breast,2:17.61,2:23.14,2:28.48,0.7247,full_meet_results_horizon_league_2026.pdf,finals,,,
Horizon League,2026,women,horizonleague_2026,200 Fly,2:01.71,2:09.08,2:13.59,0.792,full_meet_results_horizon_league_2026.pdf,finals,,,
Horizon League,2026,women,horizonleague_2026,200 Free,1:48.65,1:53.46,1:56.61,0.5307,full_meet_results_horizon_league_2026.pdf,finals,,,
Horizon League,2026,women,horizonleague_2026,200 IM,2:01.68,2:08.64,2:10.31,0.5753,full_meet_results_horizon_league_2026.pdf,finals,,,
Horizon League,2026,women,horizonleague_2026,400 IM,4:22.11,4:28.96,4:39.23,1.1413,full_meet_results_horizon_league_2026.pdf,finals,,,
Horizon League,2026,women,horizonleague_2026,50 Free,22.74,23.67,24.20,0.0973,full_meet_results_horizon_league_2026.pdf,finals,,,
Horizon League,2026,women,horizonleague_2026,500 Free,4:49.29,5:03.31,5:06.12,1.122,full_meet_results_horizon_league_2026.pdf,finals,,,
Ivy League,2026,men,ivyleague_2026,100 Back,45.77,47.04,47.88,0.1407,2026 Ivy Mens Conf.pdf,pdf_repaired,pdf_verified,pdf_verified,pdf_verified
Ivy League,2026,men,ivyleague_2026,100 Breast,51.18,53.22,54.67,0.2327,2026 Ivy Mens Conf.pdf,pdf_repaired,pdf_verified,pdf_verified,pdf_verified
Ivy League,2026,men,ivyleague_2026,100 Fly,44.34,47.00,47.39,0.2033,2026 Ivy Mens Conf.pdf,pdf_repaired,pdf_verified,pdf_verified,pdf_verified
Ivy League,2026,men,ivyleague_2026,100 Free,41.36,43.17,43.67,0.154,2026 Ivy Mens Conf.pdf,pdf_repaired,pdf_verified,pdf_verified,pdf_verified
Ivy League,2026,men,ivyleague_2026,1000 Free,8:38.01,8:56.51,9:11.77,2.2507,2026 Ivy Mens Conf.pdf,prelim_fallback,,,
Ivy League,2026,men,ivyleague_2026,1650 Free,14:26.79,15:04.57,15:28.24,4.0967,2026 Ivy Mens Conf.pdf,prelim_fallback,,,
Ivy League,2026,men,ivyleague_2026,200 Back,1:39.60,1:44.82,1:45.36,0.384,2026 Ivy Mens Conf.pdf,pdf_repaired,pdf_verified,pdf_verified,pdf_verified
Ivy League,2026,men,ivyleague_2026,200 Breast,1:52.03,1:57.82,1:58.62,0.4393,2026 Ivy Mens Conf.pdf,pdf_repaired,pdf_verified,pdf_verified,pdf_verified
Ivy League,2026,men,ivyleague_2026,200 Fly,1:39.05,1:41.64,1:45.53,0.432,2026 Ivy Mens Conf.pdf,pdf_repaired,pdf_verified,pdf_verified,pdf_verified
Ivy League,2026,men,ivyleague_2026,200 Free,1:31.52,1:35.64,1:36.72,0.3467,2026 Ivy Mens Conf.pdf,pdf_repaired,pdf_verified,pdf_verified,pdf_verified
Ivy League,2026,men,ivyleague_2026,200 IM,1:40.93,1:44.79,1:46.63,0.38,2026 Ivy Mens Conf.pdf,pdf_repaired,pdf_verified,pdf_verified,pdf_verified
Ivy League,2026,men,ivyleague_2026,400 IM,3:41.89,3:49.87,3:53.16,0.7513,2026 Ivy Mens Conf.pdf,pdf_repaired,pdf_verified,pdf_verified,pdf_verified
Ivy League,2026,men,ivyleague_2026,50 Free,18.82,19.62,19.88,0.0707,2026 Ivy Mens Conf.pdf,pdf_repaired,pdf_verified,pdf_verified,pdf_verified
Ivy League,2026,men,ivyleague_2026,500 Free,4:10.19,4:20.28,4:22.00,0.7873,2026 Ivy Mens Conf.pdf,pdf_repaired,pdf_verified,pdf_verified,pdf_verified
Ivy League,2026,women,ivyleague_2026,100 Back,51.31,54.79,55.05,0.2493,2026 Ivy Womens Conf.pdf,pdf_repaired,pdf_verified,pdf_verified,pdf_verified
Ivy League,2026,women,ivyleague_2026,100 Breast,1:00.55,1:02.37,1:03.23,0.1787,2026 Ivy Womens Conf.pdf,pdf_repaired,pdf_verified,pdf_verified,pdf_verified
Ivy League,2026,women,ivyleague_2026,100 Fly,51.97,53.94,54.65,0.1787,2026 Ivy Womens Conf.pdf,pdf_repaired,pdf_verified,pdf_verified,pdf_verified
Ivy League,2026,women,ivyleague_2026,100 Free,48.29,49.54,50.39,0.14,2026 Ivy Womens Conf.pdf,pdf_repaired,pdf_verified,pdf_verified,pdf_verified
Ivy League,2026,women,ivyleague_2026,1650 Free,16:02.63,16:28.86,16:55.80,3.5447,2026 Ivy Womens Conf.pdf,pdf_repaired,pdf_verified,pdf_verified,pdf_verified
Ivy League,2026,women,ivyleague_2026,200 Fly,1:54.78,1:57.84,2:02.42,0.5093,2026 Ivy Womens Conf.pdf,pdf_repaired,pdf_verified,pdf_verified,pdf_verified
Ivy League,2026,women,ivyleague_2026,200 Free,1:44.20,1:48.03,1:50.13,0.3953,2026 Ivy Womens Conf.pdf,pdf_repaired,pdf_verified,pdf_verified,pdf_verified
Ivy League,2026,women,ivyleague_2026,50 Free,22.07,22.43,22.98,0.0607,2026 Ivy Womens Conf.pdf,pdf_repaired,pdf_verified,pdf_verified,pdf_verified
Landmark,2026,men,landmark_2026,100 Back,48.83,54.97,58.53,0.6467,landmark_champs_2026_final_full_results.pdf,finals,,,
Landmark,2026,men,landmark_2026,100 Breast,55.30,1:00.07,1:04.62,0.6213,landmark_champs_2026_final_full_results.pdf,finals,,,
Landmark,2026,men,landmark_2026,100 Fly,48.14,53.03,55.71,0.5047,landmark_champs_2026_final_full_results.pdf,finals,,,
Landmark,2026,men,landmark_2026,100 Free,44.99,48.03,50.32,0.3553,landmark_champs_2026_final_full_results.pdf,finals,,,
Landmark,2026,men,landmark_2026,1650 Free,16:20.37,17:03.15,18:31.84,8.7647,landmark_champs_2026_final_full_results.pdf,finals,,,
Landmark,2026,men,landmark_2026,200 Back,1:50.27,1:59.42,2:07.92,1.1767,landmark_champs_2026_final_full_results.pdf,finals,,,
Landmark,2026,men,landmark_2026,200 Breast,2:06.68,2:15.55,2:24.09,1.1607,landmark_champs_2026_final_full_results.pdf,finals,,,
Landmark,2026,men,landmark_2026,200 Fly,1:51.19,2:02.74,2:12.52,1.422,landmark_champs_2026_final_full_results.pdf,finals,,,
Landmark,2026,men,landmark_2026,200 Free,1:42.56,1:46.24,1:52.65,0.6727,landmark_champs_2026_final_full_results.pdf,finals,,,
Landmark,2026,men,landmark_2026,200 IM,1:52.87,1:58.76,2:04.03,0.744,landmark_champs_2026_final_full_results.pdf,finals,,,
Landmark,2026,men,landmark_2026,400 IM,4:00.30,4:19.65,4:38.95,2.5767,landmark_champs_2026_final_full_results.pdf,finals,,,
Landmark,2026,men,landmark_2026,50 Free,20.72,21.55,22.04,0.088,landmark_champs_2026_final_full_results.pdf,finals,,,
Landmark,2026,men,landmark_2026,500 Free,4:40.64,4:50.01,5:04.56,1.5947,landmark_champs_2026_final_full_results.pdf,finals,,,
Landmark,2026,women,landmark_2026,100 Back,57.50,1:02.20,1:06.24,0.5827,landmark_champs_2026_final_full_results.pdf,finals,,,
Landmark,2026,women,landmark_2026,100 Breast,1:04.98,1:10.85,1:15.08,0.6733,landmark_champs_2026_final_full_results.pdf,finals,,,
Landmark,2026,women,landmark_2026,100 Fly,57.08,1:01.42,1:07.02,0.6627,landmark_champs_2026_final_full_results.pdf,finals,,,
Landmark,2026,women,landmark_2026,100 Free,53.32,55.38,1:02.51,0.6127,landmark_champs_2026_final_full_results.pdf,finals,,,
Landmark,2026,women,landmark_2026,1650 Free,17:51.98,18:39.34,20:51.55,11.9713,landmark_champs_2026_final_full_results.pdf,finals,,,
Landmark,2026,women,landmark_2026,200 Back,2:05.36,2:16.84,2:42.86,2.5,landmark_champs_2026_final_full_results.pdf,finals,,,
Landmark,2026,women,landmark_2026,200 Breast,2:21.35,2:37.03,2:42.91,1.4373,landmark_champs_2026_final_full_results.pdf,finals,,,
Landmark,2026,women,landmark_2026,200 Fly,2:08.49,2:24.06,2:56.37,3.192,landmark_champs_2026_final_full_results.pdf,finals,,,
Landmark,2026,women,landmark_2026,200 Free,1:55.94,2:01.12,2:05.91,0.6647,landmark_champs_2026_final_full_results.pdf,finals,,,
Landmark,2026,women,landmark_2026,200 IM,2:08.53,2:19.75,2:25.14,1.1073,landmark_champs_2026_final_full_results.pdf,finals,,,
