Conference,Year,Gender,Bundle_ID,Event,1st,8th,16th,1st_seconds,8th_seconds,16th_seconds,Sec_per_place,Source_File,Data_Quality,1st_flags,8th_flags,16th_flags
PSAC,2026,women,psac_2026,1650 Free,17:00.37,17:48.85,18:17.75,1020.37,1068.85,1097.75,5.1587,PSAC 2026 RESULTS.pdf,finals,,,
PSAC,2026,women,psac_2026,100 Back,55.34,58.35,1:00.62,55.34,58.35,60.62,0.352,PSAC 2026 RESULTS.pdf,finals,,,
PSAC,2026,women,psac_2026,200 Back,1:59.38,2:09.95,2:11.39,119.38,129.95,131.39,0.8007,PSAC 2026 RESULTS.pdf,finals,,,
PSAC,2026,women,psac_2026,100 Breast,1:04.28,1:06.35,1:07.76,64.28,66.35,67.76,0.232,PSAC 2026 RESULTS.pdf,finals,,,
PSAC,2026,women,psac_2026,200 Breast,2:17.63,2:25.82,2:28.64,137.63,145.82,148.64,0.734,PSAC 2026 RESULTS.pdf,finals,,,
PSAC,2026,women,psac_2026,100 Fly,56.07,58.41,59.36,56.07,58.41,59.36,0.2193,PSAC 2026 RESULTS.pdf,finals,,,
PSAC,2026,women,psac_2026,200 Fly,2:02.05,2:10.78,2:15.06,122.05,130.78,135.06,0.8673,PSAC 2026 RESULTS.pdf,finals,,,
PSAC,2026,women,psac_2026,200 IM,2:04.20,2:10.99,2:11.98,124.2,130.99,131.98,0.5187,PSAC 2026 RESULTS.pdf,finals,,,
PSAC,2026,women,psac_2026,400 IM,4:23.46,4:40.54,4:43.89,263.46,280.54,283.89,1.362,PSAC 2026 RESULTS.pdf,finals,,,
SAC,2026,men,sac_2026,50 Free,19.73,20.53,21.11,19.73,20.53,21.11,0.092,SAC 2026 wed_final_results.pdf,finals,,,
SAC,2026,men,sac_2026,100 Free,42.84,44.85,46.93,42.84,44.85,46.93,0.2727,SAC 2026 sat_final_results.pdf,finals,,,
SAC,2026,men,sac_2026,200 Free,1:35.12,1:40.37,1:46.57,95.12,100.37,106.57,0.7633,SAC 2026 thu_final_results.pdf,finals,,,
SAC,2026,men,sac_2026,500 Free,4:24.15,4:38.66,4:58.11,264.15,278.66,298.11,2.264,SAC 2026 fri_final_results.pdf,finals,,,
SAC,2026,men,sac_2026,1000 Free,9:05.89,9:33.69,10:10.71,545.89,573.69,610.71,4.3213,SAC 2026 wed_final_results.pdf,finals,,,
SAC,2026,men,sac_2026,1650 Free,15:23.80,16:06.42,19:11.05,923.8,966.42,1151.05,15.15,SAC 2026 sat_final_results.pdf,finals,,,
SAC,2026,men,sac_2026,100 Back,48.02,49.95,58.81,48.02,49.95,58.81,0.7193,SAC 2026 fri_final_results.pdf,finals,,,
SAC,2026,men,sac_2026,200 Back,1:45.58,1:50.68,2:12.65,105.58,110.68,132.65,1.8047,SAC 2026 sat_final_results.pdf,finals,,,
SAC,2026,men,sac_2026,100 Breast,53.06,56.20,1:01.52,53.06,56.2,61.52,0.564,SAC 2026 fri_final_results.pdf,finals,,,
SAC,2026,men,sac_2026,200 Breast,1:59.53,2:08.82,2:16.11,119.53,128.82,136.11,1.1053,SAC 2026 sat_final_results.pdf,finals,,,
SAC,2026,men,sac_2026,100 Fly,47.14,49.04,51.46,47.14,49.04,51.46,0.288,SAC 2026 thu_final_results.pdf,finals,,,
SAC,2026,men,sac_2026,200 Fly,1:47.58,1:52.98,1:58.88,107.58,112.98,118.88,0.7533,SAC 2026 fri_final_results.pdf,finals,,,
SAC,2026,men,sac_2026,200 IM,1:47.18,1:52.60,1:59.63,107.18,112.6,119.63,0.83,SAC 2026 wed_final_results.pdf,finals,,,
SAC,2026,men,sac_2026,400 IM,3:51.79,4:13.28,4:19.26,231.79,253.28,259.26,1.8313,SAC 2026 thu_final_results.pdf,finals,,,
SAC,2026,women,sac_2026,50 Free,23.12,24.02,24.68,23.12,24.02,24.68,0.104,SAC 2026 wed_final_results.pdf,finals,,,
SAC,2026,women,sac_2026,100 Free,50.31,51.68,53.76,50.31,51.68,53.76,0.23,SAC 2026 sat_final_results.pdf,finals,,,
SAC,2026,women,sac_2026,200 Free,1:49.97,1:54.99,1:57.89,109.97,114.99,117.89,0.528,SAC 2026 thu_final_results.pdf,finals,,,
SAC,2026,women,sac_2026,500 Free,4:57.83,5:10.70,5:28.12,297.83,310.7,328.12,2.0193,SAC 2026 fri_final_results.pdf,finals,,,
SAC,2026,women,sac_2026,1000 Free,10:09.26,10:47.55,11:34.02,609.26,647.55,694.02,5.6507,SAC 2026 wed_final_results.pdf,finals,,,
SAC,2026,women,sac_2026,1650 Free,16:58.53,18:11.61,20:28.08,1018.53,1091.61,1228.08,13.97,SAC 2026 sat_final_results.pdf,finals,,,
SAC,2026,women,sac_2026,100 Back,55.74,57.73,1:00.32,55.74,57.73,60.32,0.3053,SAC 2026 fri_final_results.pdf,finals,,,
SAC,2026,women,sac_2026,200 Back,1:59.92,2:08.16,2:19.31,119.92,128.16,139.31,1.2927,SAC 2026 sat_final_results.pdf,finals,,,
SAC,2026,women,sac_2026,100 Breast,1:01.89,1:05.56,1:09.29,61.89,65.56,69.29,0.4933,SAC 2026 fri_final_results.pdf,finals,,,
SAC,2026,women,sac_2026,200 Breast,2:15.29,2:23.99,2:36.08,135.29,143.99,156.08,1.386,SAC 2026 sat_final_results.pdf,finals,,,
SAC,2026,women,sac_2026,100 Fly,54.65,56.87,58.95,54.65,56.87,58.95,0.2867,SAC 2026 thu_final_results.pdf,finals,,,
SAC,2026,women,sac_2026,200 Fly,2:01.35,2:10.24,2:38.43,121.35,130.24,158.43,2.472,SAC 2026 fri_final_results.pdf,finals,,,
SAC,2026,women,sac_2026,200 IM,2:03.41,2:11.78,2:11.59,123.41,131.78,131.59,0.5453,SAC 2026 wed_final_results.pdf,finals,,,
SAC,2026,women,sac_2026,400 IM,4:26.90,4:35.91,4:44.86,266.9,275.91,284.86,1.1973,SAC 2026 thu_final_results.pdf,finals,,,
